school,major,degree,post_grad_earnings
Lively Technical College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,38925.0
Miami Dade College,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,54496.0
University of Miami,Computer Science.,Bachelor's Degree,101751.0
University of North Florida,"Computer and Information Sciences, General.",Bachelor's Degree,85179.0
Nova Southeastern University,"Computer and Information Sciences, General.",Master's Degree,105017.0
Nova Southeastern University,Information Science/Studies.,Master's Degree,109801.0
Nova Southeastern University,Information Science/Studies.,Doctoral Degree,178444.0
Nova Southeastern University,Computer Science.,Master's Degree,137627.0
Nova Southeastern University,Medical Illustration and Informatics.,Master's Degree,82196.0
Palm Beach State College,Computer Systems Networking and Telecommunications.,Associate's Degree,53506.0
Palm Beach State College,Computer/Information Technology Administration and Management.,Bachelor's Degree,76787.0
Palm Beach State College,Security Science and Technology.,Associate's Degree,35445.0
Palm Beach State College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,48648.0
Rollins College,"Computer and Information Sciences, General.",Bachelor's Degree,88466.0
Saint Leo University,"Computer and Information Sciences, General.",Bachelor's Degree,76560.0
Saint Leo University,Security Science and Technology.,Bachelor's Degree,45724.0
Saint Leo University,Security Science and Technology.,Master's Degree,55566.0
Saint Leo University,Management Information Systems and Services.,Bachelor's Degree,75571.0
St Petersburg College,Computer Programming.,Associate's Degree,57864.0
St Petersburg College,Computer Software and Media Applications.,Associate's Degree,36901.0
St Petersburg College,Computer/Information Technology Administration and Management.,Associate's Degree,59605.0
St Petersburg College,Computer/Information Technology Administration and Management.,Bachelor's Degree,65874.0
St Petersburg College,Security Science and Technology.,Associate's Degree,36302.0
Seminole State College of Florida,"Computer and Information Sciences, General.",Associate's Degree,50685.0
Seminole State College of Florida,"Computer and Information Sciences, General.",Bachelor's Degree,77943.0
Seminole State College of Florida,Computer Programming.,Associate's Degree,59182.0
Seminole State College of Florida,Computer Software and Media Applications.,Associate's Degree,24052.0
Seminole State College of Florida,Management Information Systems and Services.,Bachelor's Degree,65368.0
Sheridan Technical College,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,36841.0
Sheridan Technical College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,41316.0
University of South Florida,"Computer and Information Sciences, General.",Bachelor's Degree,91728.0
University of South Florida,Computer Systems Analysis.,Master's Degree,127236.0
University of South Florida,Computer Engineering.,Bachelor's Degree,99737.0
University of South Florida,Medical Illustration and Informatics.,Master's Degree,93300.0
University of South Florida,Management Information Systems and Services.,Bachelor's Degree,82726.0
Altierus Career College-Tampa,"Computer and Information Sciences, General.",Associate's Degree,32217.0
Altierus Career College-Tampa,"Computer and Information Sciences, General.",Bachelor's Degree,47143.0
Altierus Career College-Tampa,Security Science and Technology.,Associate's Degree,28659.0
Valencia College,"Computer and Information Sciences, General.",Associate's Degree,40910.0
Valencia College,Computer Programming.,Associate's Degree,67499.0
Valencia College,Computer Software and Media Applications.,Associate's Degree,42354.0
Valencia College,Computer/Information Technology Administration and Management.,Associate's Degree,57812.0
Rasmussen University-Florida,Computer Systems Analysis.,Bachelor's Degree,86346.0
Rasmussen University-Florida,Computer Science.,Bachelor's Degree,72149.0
Rasmussen University-Florida,Computer/Information Technology Administration and Management.,Bachelor's Degree,76447.0
Rasmussen University-Florida,Computer Engineering.,Associate's Degree,72251.0
Rasmussen University-Florida,Management Information Systems and Services.,Associate's Degree,53071.0
University of West Florida,"Computer and Information Sciences, General.",Undergraduate Certificate or Diploma,63521.0
University of West Florida,"Computer and Information Sciences, General.",Bachelor's Degree,76961.0
University of West Florida,"Computer and Information Sciences, General.",Master's Degree,106161.0
Orange Technical College-West Campus,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,43979.0
Withlacoochee Technical College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,31119.0
Interactive College of Technology-Chamblee,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,51032.0
Albany Technical College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,39523.0
The Art Institute of Atlanta,Computer Software and Media Applications.,Associate's Degree,37783.0
The Art Institute of Atlanta,Computer Software and Media Applications.,Bachelor's Degree,49702.0
Atlanta Technical College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,33319.0
Augusta Technical College,Computer/Information Technology Administration and Management.,Associate's Degree,55686.0
Augusta Technical College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,45559.0
West Georgia Technical College,Computer/Information Technology Administration and Management.,Associate's Degree,54672.0
West Georgia Technical College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,46080.0
Clayton  State University,"Computer and Information Sciences, General.",Bachelor's Degree,74126.0
Columbus Technical College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,49847.0
Columbus State University,"Computer and Information Sciences, General.",Bachelor's Degree,93070.0
Georgia Northwestern Technical College,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,71170.0
Georgia Northwestern Technical College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,50766.0
Dalton State College,Management Information Systems and Services.,Bachelor's Degree,61485.0
South University-Savannah,Information Science/Studies.,Associate's Degree,44391.0
South University-Savannah,Information Science/Studies.,Bachelor's Degree,67229.0
South University-Savannah,Information Science/Studies.,Master's Degree,88529.0
South University-Savannah,Computer/Information Technology Administration and Management.,Bachelor's Degree,71178.0
Emory University,Computer Science.,Bachelor's Degree,166603.0
Fort Valley State University,"Computer and Information Sciences, General.",Bachelor's Degree,65087.0
Fort Valley State University,Information Science/Studies.,Bachelor's Degree,52011.0
Georgia Institute of Technology-Main Campus,Architectural Sciences and Technology.,Master's Degree,125345.0
Georgia Institute of Technology-Main Campus,"Computer and Information Sciences, General.",Bachelor's Degree,155126.0
Georgia Institute of Technology-Main Campus,"Computer and Information Sciences, General.",Master's Degree,191919.0
Georgia Institute of Technology-Main Campus,Computer Science.,Master's Degree,149706.0
Georgia Institute of Technology-Main Campus,Computer Engineering.,Bachelor's Degree,131153.0
Georgia Institute of Technology-Main Campus,"Science, Technology and Society.",Bachelor's Degree,70351.0
Georgia College & State University,Computer Science.,Bachelor's Degree,95024.0
Georgia College & State University,Computer/Information Technology Administration and Management.,Bachelor's Degree,94611.0
Georgia Southern University,"Computer and Information Sciences, General.",Bachelor's Degree,93792.0
Georgia Southern University,Information Science/Studies.,Bachelor's Degree,80336.0
Georgia Southern University,Management Information Systems and Services.,Bachelor's Degree,95199.0
Georgia State University,"Computer and Information Sciences, General.",Bachelor's Degree,86056.0
Georgia State University,"Computer and Information Sciences, General.",Master's Degree,129650.0
Georgia State University,Computer Science.,Bachelor's Degree,105149.0
